"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 11 16:12:36 SGT 2022","Mon Apr 11 16:12:39 SGT 2022","3067","local","exercise","APITest","APITest","Test","Test",""
"passed","Mon Apr 11 16:12:43 SGT 2022","Mon Apr 11 16:12:53 SGT 2022","9994","local","exercise","UITest","UITest","Test","Test",""
